Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Monte San Nicola3,Scurcola Marsicana,,N,N,4,N,13.3332528,42.0744361,1078,certain,-,-,-,-,-,-,Aequian,Marsic ,-,-,-,-800,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,6.2,P,Medium,5.5,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-304,-298,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte San Paolo,Colli al Volturno,,N,N,4,N,14.1055722,41.5870167,673,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,214,E,High,200,214,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Sannace,Monte Sannace,,N,Y,2,N,16.9675944,40.8325306,376,certain,-,-,-,-,-,-,Peucetian ,-,-,-,-,-750,-200,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,High,-218,-200,-,GF,very clear,45,E,Medium,-,-,84.7,E,High,-,-,High,-300,-203,High,-,-,-,-,elevation,Sections visible,complex interconnecting,-400,-350,Unconfirmed,-,-,-350,-300,Unconfirmed,-,-,-300,-275,Unconfirmed,-,-,-218,-203,Unconfirmed,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Monte Santa Croce1,Roccamonfina,Monte Fino,N,Y,1,N,13.9706972,41.2956111,1000,certain,-,-,-,-,-,-,Auruncan,SamCau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,3.5,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-325,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-345,-314,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Santa Croce2,Venafro,Monte Cerino,N,N,1,N,14.0336444,41.4929361,1001,certain,-,-,Venafrum,Unknown,-,-,SamPen,-,-,-,-,-325,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,18,P,Low,18,100,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-325,-275,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Santa Croce3,Villa Santa Croce,Monte Cognolo,N,Y,1,N,14.323075,41.1843306,580,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-320,-180,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,10,P,Low,10,15.7,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,attached inner circuit,-320,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Santa Croce4,Cerro al Volturno,,N,N,4,N,14.0936944,41.66905,1124,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Santa Trinità,Laterza,Montecamplo,N,Y,2,N,16.8579972,40.6247722,417,certain,-,-,-,-,-,-,Unknown,Peucetian ,-,-,-,-600,-200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,42,E,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,complex interconnecting,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Monte Sant'Angelo ,Nr Vairano,"Monte Auro, Montauro",N,Y,1,N,14.120124,41.323902,465,certain,-,-,-,-,-,-,SamCau,-,-,-,I,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,unclear,13,P,Low,13,18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,complex interconnecting,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Sant'Angelo Palomba,San Felice a Cancello,,N,N,1,N,14.4825639,40.9972806,679,certain,-,-,-,-,-,-,SamCau,-,-,-,-,-425,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,7.4,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-343,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Sant'Antonio,Campobasso,,N,N,4,N,14.65681,41.562732,792,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-350,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,PGF,partial,7,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Monte Saraceno di Cercemaggiore,Nr Cercemaggiore,,N,Y,4,N,14.7365278,41.4553,1086,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-450,-150,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,partial,22.8,E,Medium,-,-,-,-,-,-,-,Low,-300,-275,Medium,-,-,-,-,elevation,Sections visible,attached inner circuit,-400,-300,Medium,-,-,-300,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Urano,Raiano,,N,N,4,N,13.7830972,42.1014389,1081,certain,-,-,-,-,-,-,Paelignian ,-,-,-,-,-600,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,15,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-324,-303,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monte Vairano,Nr Campobasso,,N,Y,4,N,14.595417,41.548915,997,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-400,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,49,P,Low,43,49,-,-,-,-,-,-,-,-,-,Low,-100,0,Medium,elevation,Complete,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-350,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Montenerodomo,Montenerodomo,,N,N,4,N,14.252025,41.9771889,1198,certain,-,-,Iuvanum,Unknown,-,-,SamCar,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,PGF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Monterano,Monterano,,N,Y,7,N,12.0766194,42.1336417,266,certain,Caere,-,-,-,-,-,Etruscan,-,-,-,-,-633,-350,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,8,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-388,-273,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Montescaglioso,Montescaglioso,,N,Y,2,N,16.667984,40.553392,364,certain,-,-,-,-,-,-,Unknown,Iapygian,Lucanian ,-,IAC,-375,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,50,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Montrone,Oppido Lucano,,N,Y,3,N,15.9849722,40.7654,764,certain,-,-,-,-,-,-,Lucanian ,-,-,-,IAC,-350,-275,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-425,-375,High,-,-,-350,-300,Low,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Morcone,Morcone,,N,Y,4,N,14.6631944,41.341025,702,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-350,-50,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,interpreted,13.5,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-350,-290,Low,-,-,-200,-50,Low,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple suspected,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Mottola,Mottola,Orto del Vescovo,N,Y,2,N,17.038157,40.634233,384,certain,-,-,-,-,-,-,Peucetian ,-,-,-,-,-600,-250,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-400,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Muraglie ,Pietrapaola,Muraglie di Annibale,N,N,3,N,16.7906278,39.4947556,421,certain,-,-,-,-,-,-,Bruttian,-,-,-,I,-350,-200,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,partial,45,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-350,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-285,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Muro Leccese,Muro Leccese,,N,Y,2,N,18.338916,40.103487,80,certain,-,-,-,-,-,-,Messapian ,-,-,-,I ,-350,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Partly,-280,-260,-,PGF,partial,107,P,Medium,-,-,-,-,-,-,-,-,-,-,-,High,-300,-280,High,no,Sections visible,concentric walls,-330,-300,Medium,-,-,-300,-290,High,-,-,-290,-200,Medium,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Muro Maurizio,Muro Maurizio,,N,Y,2,N,17.8405111,40.5027694,80,certain,-,-,-,-,-,-,Messapian ,-,-,-,B,-800,14,High,-,-,-,-,-,-,-,-,-325,-275,-,-,-,-,-,-,-,Y,GF,very clear,32,P,Unconfirmed,32,35,-,-,-,-,-,High,-325,-275,High,Low,-225,-175,Medium,no,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Muro Tenente,Latiano,,N,Y,2,N,17.7436,40.542729,97,certain,-,-,-,-,-,-,Messapian ,-,-,-,B,-700,14,High,-,-,-,-,-,-,-,-,-325,-200,-,-,-,-,-,-,-,Y,GF,very clear,52,P,High,-,-,-,-,-,-,-,High,-325,-275,High,Low,-200,14,Medium,no,Sections visible,concentric walls,-325,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,good evidence,-325,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Musarna,Musarna,,N,Y,7,N,11.9760528,42.4118861,175,certain,Tarquinia,-,-,-,-,-,Etruscan,-,-,-,-,-325,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,5,P,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,Confirmed,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-325,-300,High,-,-,-,-,Forum 4thc,-,Temple 3rdc BC,-,-,-,Bath 2ndc BC,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Mutina ,Modena,,Y,Y,8,Y,10.925223,44.647057,45,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,CH,-220,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,40,P,Medium,34,48,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Confirmed,-,-250,-100,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum suspected,-,Temple suspected,-,Amphi Susp,-,Bath undated,-268,-218,RC,-183,-183,HC,-43,-43,C,-27,14,-,-,-,ON,
Narnia ,Narni,Nequinum,Y,Y,6,Y,12.5156299,42.5176022,332,certain,-,-,-,-,Narnia,Good evidence,Umbrian ,-,-,-,-,-1100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,7,P,Low,7,12,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-299,-250,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-299,-250,Medium,-,-,-,-,Forum suspected,-,-,-,-,-,-,-308,-295,LC,-299,-299,MP,-295,14,-,-,-,-,-,-,ON,
Nazzano Romano,Nazzano Romano,,N,N,7,N,12.5970639,42.2313306,231,certain,-,-,-,-,Nazzano Romano,possible,Faliscan,-,-,-,-,-750,400,Medium,-,-,-,-,-,-,-,-,-350,-50,-,-,-,-,-,-,-,-,PGF,interpreted,8,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,Low,100,400,High,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-390,-295,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Neapolis ,Napoli,,Y,Y,1,Y,14.2580694,40.8508972,61,certain,-,-,-,-,Neapolis,Good evidence,Greek,-,-,-,-,-470,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,70,P,Low,70,81,-,-,-,-,-,High,-,-,-,-,-,-,-,slight elevation,Sections visible,-,-425,-375,Medium,-470,-450,-325,-300,High,-,-,-275,-225,High,-218,-203,-27,14,Unconfirmed,-,confirmed,-470,-450,High,-,-,-,-,Forum suspected,-,Temple 1stc AD,Theatre 1st c AD,Amphi Susp,-,Bath 1stc AD,-343,-290,-,-,-,F,-326,-326,M,-49,-49,-,-,-,ON,
Nepet ,Nepi,Nepete,Y,Y,7,Y,12.346563,42.244061,225,certain,-,-,-,-,-,-,Latin,Etruscan,-,Faliscan,-,-700,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,14.5,P,Low,12,17.5,-,-,-,-,-,Low,0,100,Medium,-,-,-,-,water and elevation combo,Confirmed,-,-375,-325,Medium,-425,-375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi Aug,-,-,-390,-295,PR,-383,-373,M,-90,-89,-,-,-,-,-,-,NEAR,
Neretum ,Nardo,Neretini,Y,Y,2,Y,18.030423,40.175928,47,certain,-,-,-,-,Santa Caterina,Good evidence,Messapian ,-,-,-,-,-700,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,NGF,interpreted,110,P,Low,-,-,-,-,-,-,-,-,-,-,-,Low,-269,-200,Medium,no,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-290,-266,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Nersae,Civitella di Nesce ,,Y,N,4,N,13.1769333,42.1937917,855,certain,-,-,-,-,-,-,Aequian,-,-,-,-,-290,999,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,Theatre undated,-,-,-,-303,-298,-,-,-,HV,-298,0,M,0,100,-,-,-,FAR,
Nola,Nola,,Y,Y,1,Y,14.520526,40.927771,36,certain,-,-,-,-,-,-,Campanian,Ausonian,Etruscan,-,-,-800,450,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,35,P,Low,26,75,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,Theatre undated,Amphi 1stc BC,Bas undated,Bath 2ndc AD,-343,-290,-,-,-,C,-82,-82,C,-27,14,C,69,79,ON,
Nomentum,Mentana ,,Y,Y,1,Y,12.6470167,42.0218694,190,certain,-,-,-,-,-,-,Latin,Sabine,-,-,-,-800,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,12,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-400,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,-,-,-,-,Bath undated,-493,-338,-,-,-,COI,-338,-338,-,-,-,-,-,-,ON,
Norba1,Norma,,Y,Y,1,Y,12.960278,41.591667,450,certain,-,-,-,-,-,-,Latin,-,-,-,-,-800,-82,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,37,P,High,37,40,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-330,-300,High,-,-,-220,-200,High,-,-,-,-,-,-,-,-,-,-,-,confirmed,-330,-100,Medium,-,-,-,-,Forum undated,-,Temple 5thc BC,-,-,-,Bath 2ndc BC,-493,-338,PR,-492,-492,-,-,-,-,-,-,-,-,-,NEAR,
Norba2,Conversano ,,Y,Y,2,Y,17.114686,40.966772,219,certain,-,-,-,-,-,-,Peucetian ,-,-,-,-,-350,-275,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,4.75,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-326,-272,-,-,-,MP,-272,14,-,-,-,-,-,-,ON,
Nuceria1,Nocera,Nuceria Alfaterna,Y,Y,1,Y,14.6631778,40.7415778,63,certain,-,-,-,-,-,-,Greek,Etruscan,-,-,-,-600,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,120,P ,Low,116,120,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-400,-300,Medium,-,-,-150,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,good evidence,-,-,-,-,-,-,-,Forum suspected,-,-,Theatre 2ndc BC,Amphi 1stc AD,-,Bath undated,-343,-290,-,-,-,HM,-90,-89,C,-82,14,C,54,54,ON,
Nuceria2,Nocera Umbra,,Y,Y,6,Y,12.788349,43.113857,500,likely,-,-,-,-,-,-,Umbrian ,-,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-308,-295,-,-,-,MP,-295,14,-,-,-,-,-,-,ON,
Numana,Numana,,Y,Y,5,Y,13.62142,43.511271,54,certain,-,-,-,-,Numana,Good evidence,Picentine ,Greek,-,-,-,-900,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,16,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-299,-268,-,-,-,MP,-268,14,-,-,-,-,-,-,ON,
Nursia,Norcia,,Y,Y,4,Y,13.096435,42.794246,626,certain,-,-,-,-,-,-,Sabine,-,-,-,-,-700,500,Low,-,-,-,-,-,-999,-120,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,24,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-120,0,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,Theatre undated,Amphi undated,Bas Susp,Bath Susp,-500,-290,-,-,-,P,-290,-290,M,-90,-89,-,-,-,ON,
Ocriculum,Nr Otricoli,,Y,Y,6,N,12.46628,42.413613,207,certain,-,-,-,-,Ocriculum,Good evidence,Umbrian ,-,-,-,-,-700,500,Medium,Replacement,High,-50,200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,3,P,Medium,-,-,36,P,Low,25,36,High,-50,200,High,-,-,-,-,part elevation,Sections visible,-,-350,-275,Medium,-450,-275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,Temple 1stc BC,Theatre Aug,Amphi Aug,Bas undated,Bath 2ndc AD,-308,-295,-,-,-,F,-308,-308,M,-90,-89,-,-,-,ON,
Olevano Romano,Olevano Romano,,N,N,4,N,13.0305917,41.8599528,573,certain,-,-,-,-,-,-,Aequian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,3,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-304,-298,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Oppidovetere ,Lioni,Oppido Vetere,N,Y,2,N,15.1842444,40.8270333,1034,certain,-,-,-,-,-,-,SamHirp,-,-,-,-,-350,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Orbetello,Orbetello,,N,Y,7,N,11.220672,42.442267,8,certain,-,-,-,-,Orbetello,Good evidence,Etruscan,-,-,-,-,-700,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,water course,Sections visible,-,-273,-250,Medium,-350,-300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple suspected,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
